"climate_veg","exposure","outcome","effect_type","estimate","ci_lower_2.5","ci_lower_5","ci_upper_95","ci_upper_97.5","formula"
"wet_cold_DBF_MF","Age","Height","direct",0.170855300042431,-0.2723222,-0.19227275,0.52530925,0.588182775,"Height ~ Age + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","Age","NEE_trend","direct",0.25942250457375,-0.257016475,-0.16716505,0.6836576,0.7763398,"NEE_trend ~ Age + Height + P_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","Age","SW_gs_t","direct",-0.357307282371775,-0.7744445,-0.7077586,-0.000305924200000019,0.0756488249999996,"SW_gs_t ~ Age + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","Height","LE_gs_t","direct",-0.382590557236875,-0.855344625,-0.7756428,0.00568601799999985,0.0743926375,"LE_gs_t ~ Height + P_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","Height","Lgs_t","direct",0.433997042331413,-0.0126809875,0.06289328,0.80641155,0.8879707,"Lgs_t ~ Height + P_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","Height","NEE_trend","direct",-0.211871091567582,-0.872159625,-0.7552934,0.3358985,0.4561808,"NEE_trend ~ Height + Age + LE_gs_t + Lgs_t + P_gs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","LE_gs_t","NEE_trend","direct",-0.487247266916063,-0.922382325,-0.84431455,-0.1235809,-0.0380592175000006,"NEE_trend ~ LE_gs_t + Height + P_gs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","Lgs_t","NEE_trend","direct",-0.12606046822495,-0.664669675,-0.57515315,0.320570449999999,0.402250425,"NEE_trend ~ Lgs_t + Height + P_gs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","P_gs_t","LE_gs_t","direct",0.184920838082175,-0.33545735,-0.24780855,0.6004394,0.690868725,"LE_gs_t ~ P_gs_t + Height + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","P_gs_t","Lgs_t","direct",0.1122950462621,-0.369618,-0.28699305,0.5136367,0.59395215,"Lgs_t ~ P_gs_t + Height + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","P_gs_t","NEE_trend","direct",0.0826813457516,-0.48507935,-0.3922012,0.5534846,0.662113225,"NEE_trend ~ P_gs_t + Age + Height + LE_gs_t + Lgs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","P_gs_t","SW_gs_t","direct",-0.41764060326975,-0.7954389,-0.7320786,-0.0983602050000003,-0.0380264075000001,"SW_gs_t ~ P_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","SW_gs_t","LE_gs_t","direct",0.133455768805813,-0.4888008,-0.36850235,0.6187498,0.71800525,"LE_gs_t ~ SW_gs_t + Height + P_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","SW_gs_t","Lgs_t","direct",0.004665466673625,-0.52610435,-0.43119435,0.4392105,0.527159224999999,"Lgs_t ~ SW_gs_t + Height + P_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","SW_gs_t","NEE_trend","direct",-0.168257469827675,-0.787489175,-0.6751913,0.34750755,0.452662125,"NEE_trend ~ SW_gs_t + Age + Height + LE_gs_t + Lgs_t + P_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","SW_gs_t","TA_gs_t","direct",0.507066049535,0.117398175,0.18450515,0.84607225,0.921648375,"TA_gs_t ~ SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","TA_gs_t","LE_gs_t","direct",-0.159479719649887,-0.66683125,-0.5767604,0.26577175,0.356313325,"LE_gs_t ~ TA_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","TA_gs_t","Lgs_t","direct",0.0102556395722875,-0.500893425,-0.418794,0.43844255,0.5342809,"Lgs_t ~ TA_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_DBF_MF","TA_gs_t","NEE_trend","direct",0.196365509033175,-0.42895035,-0.31748625,0.6948735,0.80035905,"NEE_trend ~ TA_gs_t + Height + LE_gs_t + Lgs_t + P_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","Height","LE_gs_t","direct",-0.038840014770885,-0.489529375,-0.40512945,0.3281724,0.41068885,"LE_gs_t ~ Height + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","Height","Lgs_t","direct",0.465443458695406,0.0657692275,0.13479125,0.8005625,0.8674523,"Lgs_t ~ Height + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","Height","NEE_trend","direct",-0.40507951398,-0.773482525,-0.7141282,-0.0956809900000001,-0.0310628550000002,"NEE_trend ~ Height + LE_gs_t + Lgs_t + P_gs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","LE_gs_t","NEE_trend","direct",-0.352089598701375,-0.707802125,-0.6434196,-0.0583479900000001,-0.00722183625000009,"NEE_trend ~ LE_gs_t + Height + P_gs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","Lgs_t","NEE_trend","direct",-0.037388614177,-0.459179825,-0.394375,0.30160675,0.364451425,"NEE_trend ~ Lgs_t + Height + P_gs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","P_gs_t","LE_gs_t","direct",0.0305280061874,-0.37545795,-0.31273605,0.3658155,0.4343833,"LE_gs_t ~ P_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","P_gs_t","Lgs_t","direct",-0.235188762989556,-0.687856025,-0.6022821,0.11633965,0.181657625,"Lgs_t ~ P_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","P_gs_t","NEE_trend","direct",-0.262519983341187,-0.644912175,-0.5730489,0.0454656699999998,0.111414175,"NEE_trend ~ P_gs_t + Height + LE_gs_t + Lgs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","P_gs_t","SW_gs_t","direct",-0.30321342813625,-0.66709065,-0.60756955,0.0105086449999997,0.0663109974999996,"SW_gs_t ~ P_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","SW_gs_t","LE_gs_t","direct",0.6429013357745,0.11660945,0.2048492,1.0479795,1.1229215,"LE_gs_t ~ SW_gs_t + P_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","SW_gs_t","Lgs_t","direct",-0.84154878506875,-1.335011,-1.249369,-0.44197575,-0.3556863,"Lgs_t ~ SW_gs_t + P_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","SW_gs_t","NEE_trend","direct",0.539783752582275,-0.017757885,0.082492725,0.997465,1.08158175,"NEE_trend ~ SW_gs_t + Height + LE_gs_t + Lgs_t + P_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","SW_gs_t","TA_gs_t","direct",0.559821734375,0.2213602,0.2766734,0.84652375,0.9019547,"TA_gs_t ~ SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","TA_gs_t","LE_gs_t","direct",-0.306957747189875,-0.7283118,-0.64682975,0.0384097299999999,0.1058303,"LE_gs_t ~ TA_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","TA_gs_t","Lgs_t","direct",0.226385441147263,-0.248514175,-0.160825,0.5877772,0.65413915,"Lgs_t ~ TA_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"wet_cold_nonforest","TA_gs_t","NEE_trend","direct",-0.0219545056263375,-0.4535817,-0.38009945,0.335001,0.41880395,"NEE_trend ~ TA_gs_t + Height + LE_gs_t + Lgs_t + P_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"dry","Height","NEE_trend","direct",0.186879822918525,-0.460234825,-0.3487317,0.72328015,0.828314899999999,"NEE_trend ~ Height + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"dry","Height","TA_gs_t","direct",0.6928221150525,0.257255425,0.3378805,1.055554,1.1380375,"TA_gs_t ~ Height + (1|IGBP) + (1|site_ID)"
"dry","Lgs_t","NEE_trend","direct",0.184862043517025,-0.32891925,-0.2369914,0.6145358,0.702799524999999,"NEE_trend ~ Lgs_t + (1|IGBP) + (1|site_ID)"
"dry","P_gs_t","NEE_trend","direct",-0.421111212747,-0.7782738,-0.71548065,-0.1313075,-0.0715618900000001,"NEE_trend ~ P_gs_t + SW_gs_t + TA_gs_t + VPD_gs_t + (1|IGBP) + (1|site_ID)"
"dry","P_gs_t","VPD_gs_t","direct",-0.144120294882025,-0.508689875,-0.45211105,0.15442405,0.22061775,"VPD_gs_t ~ P_gs_t + (1|IGBP) + (1|site_ID)"
"dry","P_ngs_t","NEE_trend","direct",0.184112556459262,-0.501817925,-0.37040205,0.7308963,0.836475824999999,"NEE_trend ~ P_ngs_t + SW_ngs_t + TA_ngs_t + VPD_ngs_t + (1|IGBP) + (1|site_ID)"
"dry","P_ngs_t","VPD_ngs_t","direct",-0.64246373310875,-1.09973275,-1.0269875,-0.280842,-0.207934025,"VPD_ngs_t ~ P_ngs_t + (1|IGBP) + (1|site_ID)"
"dry","SW_gs_t","NEE_trend","direct",-0.061586440932375,-0.609893425,-0.52177595,0.3985001,0.48884355,"NEE_trend ~ SW_gs_t + Height + P_gs_t + TA_gs_t + VPD_gs_t + (1|IGBP) + (1|site_ID)"
"dry","SW_gs_t","TA_gs_t","direct",0.495626085551125,0.138944575,0.2050378,0.7903791,0.858570774999999,"TA_gs_t ~ SW_gs_t + (1|IGBP) + (1|site_ID)"
"dry","SW_gs_t","VPD_gs_t","direct",0.52517302768575,0.098685145,0.17165545,0.87786365,0.940514325,"VPD_gs_t ~ SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"dry","SW_ngs_t","NEE_trend","direct",0.092851175059575,-0.525061925,-0.4269141,0.601315749999999,0.700940575,"NEE_trend ~ SW_ngs_t + P_ngs_t + TA_ngs_t + VPD_ngs_t + (1|IGBP) + (1|site_ID)"
"dry","SW_ngs_t","TA_ngs_t","direct",-0.58342951901875,-0.923608175,-0.86762585,-0.3035353,-0.247844275,"TA_ngs_t ~ SW_ngs_t + (1|IGBP) + (1|site_ID)"
"dry","SW_ngs_t","VPD_ngs_t","direct",0.58450151366875,0.0765954675,0.16024175,1.0133815,1.09544275,"VPD_ngs_t ~ SW_ngs_t + TA_ngs_t + (1|IGBP) + (1|site_ID)"
"dry","TA_gs_t","NEE_trend","direct",0.230022643633712,-0.486379125,-0.3500119,0.802525,0.92925045,"NEE_trend ~ TA_gs_t + Height + P_gs_t + SW_gs_t + VPD_gs_t + (1|IGBP) + (1|site_ID)"
"dry","TA_gs_t","VPD_gs_t","direct",0.287246427881737,-0.1323399,-0.067798545,0.64616085,0.7172453,"VPD_gs_t ~ TA_gs_t + SW_gs_t + (1|IGBP) + (1|site_ID)"
"dry","TA_ngs_t","NEE_trend","direct",-0.07701037956075,-0.93388325,-0.78421215,0.56240275,0.676644525,"NEE_trend ~ TA_ngs_t + P_ngs_t + SW_ngs_t + VPD_ngs_t + (1|IGBP) + (1|site_ID)"
"dry","TA_ngs_t","VPD_ngs_t","direct",0.62078516746625,0.0450604225,0.1418333,1.1119915,1.20010225,"VPD_ngs_t ~ TA_ngs_t + SW_ngs_t + (1|IGBP) + (1|site_ID)"
"dry","VPD_gs_t","NEE_trend","direct",-0.0716782774548625,-0.549156075,-0.4737526,0.32337135,0.401746775,"NEE_trend ~ VPD_gs_t + P_gs_t + SW_gs_t + TA_gs_t + (1|IGBP) + (1|site_ID)"
"dry","VPD_ngs_t","NEE_trend","direct",-0.576757973446925,-1.23972275,-1.110124,-0.0451324450000004,0.068090435,"NEE_trend ~ VPD_ngs_t + P_ngs_t + SW_ngs_t + TA_ngs_t + (1|IGBP) + (1|site_ID)"
"wet-warm","Height","LE_t","direct",-0.212772356457536,-0.8379513,-0.73392495,0.2890335,0.39293205,"LE_t ~ Height + (1|IGBP) + (1|site_ID)"
"wet-warm","Height","NEE_trend","direct",0.08355549005375,-0.478788675,-0.38463325,0.57020525,0.691868275,"NEE_trend ~ Height + LE_t + P_t + SW_t + TA_t + (1|IGBP) + (1|site_ID)"
"wet-warm","LE_t","NEE_trend","direct",-0.328529551775287,-1.030322,-0.91170625,0.2482546,0.371171124999999,"NEE_trend ~ LE_t + Height + P_t + SW_t + TA_t + (1|IGBP) + (1|site_ID)"
"wet-warm","P_t","LE_t","direct",-0.231771522699363,-0.799860825,-0.70303695,0.23879715,0.34019465,"LE_t ~ P_t + SW_t + (1|IGBP) + (1|site_ID)"
"wet-warm","P_t","NEE_trend","direct",-0.05074997209775,-0.7113677,-0.59463735,0.47801375,0.579968624999999,"NEE_trend ~ P_t + Height + LE_t + SW_t + TA_t + (1|IGBP) + (1|site_ID)"
"wet-warm","P_t","SW_t","direct",-0.62986492935625,-1.064165,-0.9758807,-0.2835885,-0.197981925,"SW_t ~ P_t + (1|IGBP) + (1|site_ID)"
"wet-warm","SW_t","LE_t","direct",-0.9039357859575,-1.521462,-1.4201025,-0.387957650000001,-0.274203225,"LE_t ~ SW_t + P_t + TA_t + (1|IGBP) + (1|site_ID)"
"wet-warm","SW_t","NEE_trend","direct",0.42129098228985,-0.470856825,-0.2973072,1.1357235,1.2937185,"NEE_trend ~ SW_t + Height + LE_t + P_t + TA_t + (1|IGBP) + (1|site_ID)"
"wet-warm","SW_t","TA_t","direct",-0.0552415257959131,-0.576796875,-0.4940922,0.4082989,0.508413575,"TA_t ~ SW_t + (1|IGBP) + (1|site_ID)"
"wet-warm","TA_t","LE_t","direct",-0.177963994105088,-0.6536738,-0.56798505,0.21031635,0.30040905,"LE_t ~ TA_t + SW_t + (1|IGBP) + (1|site_ID)"
"wet-warm","TA_t","NEE_trend","direct",-0.214596333326712,-0.7309669,-0.64178585,0.222791899999999,0.317786925,"NEE_trend ~ TA_t + Height + LE_t + P_t + SW_t + (1|IGBP) + (1|site_ID)"
